S No,pH,Temperature,Moisture,Time_log,Gadget Id,Location
2192,7,27.1,46.7,18-01-2022 14:26,NITSL001,Farm 1
2193,7,27.1,46.4,18-01-2022 14:26,NITSL001,Farm 1
2194,7,27.1,46.3,18-01-2022 14:26,NITSL001,Farm 1
2195,7,27.1,46.4,18-01-2022 14:27,NITSL001,Farm 1
2196,7,27.1,46.3,18-01-2022 14:27,NITSL001,Farm 1
2197,7,27.1,46.7,18-01-2022 14:27,NITSL001,Farm 1
2198,7,27.1,46.5,18-01-2022 14:27,NITSL001,Farm 1
2199,7,27.1,46.4,18-01-2022 14:27,NITSL001,Farm 1
2200,7,27.1,46.2,18-01-2022 14:27,NITSL001,Farm 1
2201,7,27.1,46.6,18-01-2022 14:27,NITSL001,Farm 1
2202,7,27.1,46.6,18-01-2022 14:27,NITSL001,Farm 1
2203,7,27.1,46.4,18-01-2022 14:27,NITSL001,Farm 1
2204,7,27.1,46.4,18-01-2022 14:27,NITSL001,Farm 1
2205,7,27.1,46.4,18-01-2022 14:27,NITSL001,Farm 1
2206,7,27.1,46.5,18-01-2022 14:27,NITSL001,Farm 1
2207,7,27.1,46.4,18-01-2022 14:28,NITSL001,Farm 1
2208,7,27.1,46.7,18-01-2022 14:28,NITSL001,Farm 1
2209,7,27.1,46.5,18-01-2022 14:28,NITSL001,Farm 1
2210,7,27.1,46.5,18-01-2022 14:28,NITSL001,Farm 1
2211,7,27.1,46.4,18-01-2022 14:28,NITSL001,Farm 1
2212,7,27.1,46.5,18-01-2022 14:28,NITSL001,Farm 1
2213,7,27.1,46.4,18-01-2022 14:28,NITSL001,Farm 1
2214,7,27.1,46.5,18-01-2022 14:28,NITSL001,Farm 1
2215,7,27.1,46.4,18-01-2022 14:28,NITSL001,Farm 1
2216,7,27.1,46.4,18-01-2022 14:28,NITSL001,Farm 1
2217,7,27.1,46.5,18-01-2022 14:28,NITSL001,Farm 1
2218,7,27.1,46.3,18-01-2022 14:28,NITSL001,Farm 1
2219,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2220,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2221,7,27.1,46.7,18-01-2022 14:29,NITSL001,Farm 1
2222,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2223,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2224,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2225,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2226,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2227,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2228,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2229,7,27.1,46.4,18-01-2022 14:29,NITSL001,Farm 1
2230,7,27.1,46.5,18-01-2022 14:29,NITSL001,Farm 1
2231,7,27.1,46.5,18-01-2022 14:30,NITSL001,Farm 1
2232,7,27.1,46.5,18-01-2022 14:30,NITSL001,Farm 1
2233,7,27.1,46.4,18-01-2022 14:30,NITSL001,Farm 1
2234,7,27.1,46.5,18-01-2022 14:30,NITSL001,Farm 1
2235,7,27.1,46.4,18-01-2022 14:30,NITSL001,Farm 1
2236,7,27.1,46.4,18-01-2022 14:30,NITSL001,Farm 1
2237,7,27.1,46.7,18-01-2022 14:30,NITSL001,Farm 1
2238,7,27.1,46.7,18-01-2022 14:30,NITSL001,Farm 1
2239,7,27.1,46.4,18-01-2022 14:30,NITSL001,Farm 1
2240,7,27.1,46.5,18-01-2022 14:30,NITSL001,Farm 1
2241,7,27.1,46.3,18-01-2022 14:30,NITSL001,Farm 1
2242,7,27.1,46.4,18-01-2022 14:31,NITSL001,Farm 1
2243,7,27.1,46.7,18-01-2022 14:31,NITSL001,Farm 1
2244,7,27.1,46.7,18-01-2022 14:31,NITSL001,Farm 1
2245,7,27.1,46.4,18-01-2022 14:31,NITSL001,Farm 1
2246,7,27.1,46.6,18-01-2022 14:31,NITSL001,Farm 1
2247,7,27.1,46.4,18-01-2022 14:31,NITSL001,Farm 1
2248,7,27.1,46.7,18-01-2022 14:31,NITSL001,Farm 1
2249,7,27.1,46.4,18-01-2022 14:31,NITSL001,Farm 1
2250,7,27.1,46.5,18-01-2022 14:31,NITSL001,Farm 1
2251,7,27.1,46.3,18-01-2022 14:31,NITSL001,Farm 1
2252,7,27.1,46.7,18-01-2022 14:31,NITSL001,Farm 1
2253,7,27.1,46.7,18-01-2022 14:31,NITSL001,Farm 1
2254,7,27.1,46.5,18-01-2022 14:32,NITSL001,Farm 1
2255,7,27.1,46.7,18-01-2022 14:32,NITSL001,Farm 1
2256,7,27.1,46.7,18-01-2022 14:32,NITSL001,Farm 1
2257,7,27.1,46.4,18-01-2022 14:32,NITSL001,Farm 1
2258,7,27.1,46.4,18-01-2022 14:32,NITSL001,Farm 1
2259,7,27.1,46.5,18-01-2022 14:32,NITSL001,Farm 1
2260,7,27.1,46.4,18-01-2022 14:32,NITSL001,Farm 1
2261,7,27.1,46.7,18-01-2022 14:32,NITSL001,Farm 1
2262,7,27.1,46.5,18-01-2022 14:32,NITSL001,Farm 1
2263,7,27.1,46.5,18-01-2022 14:32,NITSL001,Farm 1
2264,7,27.1,46.7,18-01-2022 14:32,NITSL001,Farm 1
2265,7,27.1,46.6,18-01-2022 14:32,NITSL001,Farm 1
2266,7,27.1,46.5,18-01-2022 14:33,NITSL001,Farm 1
2267,7,27.1,46.4,18-01-2022 14:33,NITSL001,Farm 1
2268,7,27.1,46.6,18-01-2022 14:33,NITSL001,Farm 1
2269,7,27.1,46.7,18-01-2022 14:33,NITSL001,Farm 1
2270,7,27.1,46.5,18-01-2022 14:33,NITSL001,Farm 1
2271,7,27.1,46.3,18-01-2022 14:33,NITSL001,Farm 1
2272,7,27.1,46.6,18-01-2022 14:33,NITSL001,Farm 1
2273,7,27.1,46.4,18-01-2022 14:33,NITSL001,Farm 1
2274,7,27.1,46.5,18-01-2022 14:33,NITSL001,Farm 1
2275,7,27.1,46.4,18-01-2022 14:33,NITSL001,Farm 1
2276,7,27.1,46.4,18-01-2022 14:33,NITSL001,Farm 1
2277,7,27.1,46.4,18-01-2022 14:33,NITSL001,Farm 1
2278,7,27.1,46.5,18-01-2022 14:34,NITSL001,Farm 1
2279,7,27.1,46.4,18-01-2022 14:34,NITSL001,Farm 1
2280,7,27.1,46.7,18-01-2022 14:34,NITSL001,Farm 1
2281,7,27.1,46.5,18-01-2022 14:34,NITSL001,Farm 1
2282,7,27.1,46.5,18-01-2022 14:34,NITSL001,Farm 1
2283,7,27.1,46.7,18-01-2022 14:34,NITSL001,Farm 1
2284,7,27.1,46.3,18-01-2022 14:34,NITSL001,Farm 1
2285,7,27.1,46.6,18-01-2022 14:34,NITSL001,Farm 1
2286,7,27.1,46.4,18-01-2022 14:34,NITSL001,Farm 1
2287,7,27.1,46.5,18-01-2022 14:34,NITSL001,Farm 1
2288,7,27.1,46.7,18-01-2022 14:34,NITSL001,Farm 1
2289,7,27.1,46.5,18-01-2022 14:35,NITSL001,Farm 1
2290,7,27.1,46.7,18-01-2022 14:35,NITSL001,Farm 1
2291,7,27.1,46.3,18-01-2022 14:35,NITSL001,Farm 1
2292,7,27.1,46.5,18-01-2022 14:35,NITSL001,Farm 1
2293,7,27.1,46.4,18-01-2022 14:35,NITSL001,Farm 1
2294,7,27.1,46.3,18-01-2022 14:35,NITSL001,Farm 1
2295,7,27.1,46.3,18-01-2022 14:35,NITSL001,Farm 1
2296,7,27.1,46.4,18-01-2022 14:35,NITSL001,Farm 1
2297,7,27.1,46.5,18-01-2022 14:35,NITSL001,Farm 1
2298,7,27.1,46.4,18-01-2022 14:35,NITSL001,Farm 1
2299,7,27.1,46.4,18-01-2022 14:35,NITSL001,Farm 1
2300,7,27.1,46.4,18-01-2022 14:35,NITSL001,Farm 1
2301,7,27.1,46.4,18-01-2022 14:36,NITSL001,Farm 1
2302,7,27.1,46.4,18-01-2022 14:36,NITSL001,Farm 1
2303,7,27.1,46.4,18-01-2022 14:36,NITSL001,Farm 1
2304,7,27.1,46.4,18-01-2022 14:36,NITSL001,Farm 1
2305,7,27.1,46.4,18-01-2022 14:36,NITSL001,Farm 1
2306,7,27.1,46.4,18-01-2022 14:36,NITSL001,Farm 1
2307,7,27.1,46.5,18-01-2022 14:36,NITSL001,Farm 1
2308,7,27.1,46.4,18-01-2022 14:36,NITSL001,Farm 1
2309,7,27.1,46.4,18-01-2022 14:36,NITSL001,Farm 1
2310,7,27.1,46.4,18-01-2022 14:36,NITSL001,Farm 1
2311,7,27.1,46.5,18-01-2022 14:36,NITSL001,Farm 1
2312,7,27.1,46.5,18-01-2022 14:36,NITSL001,Farm 1
2313,7,27.1,46.5,18-01-2022 14:37,NITSL001,Farm 1
2314,7,27.1,46.5,18-01-2022 14:37,NITSL001,Farm 1
2315,7,27.1,46.6,18-01-2022 14:37,NITSL001,Farm 1
2316,7,27.1,46.5,18-01-2022 14:37,NITSL001,Farm 1
2317,7,27.1,46.4,18-01-2022 14:37,NITSL001,Farm 1
2318,7,27.1,46.4,18-01-2022 14:37,NITSL001,Farm 1
2319,7,27.1,46.3,18-01-2022 14:37,NITSL001,Farm 1
2320,7,27.1,46.3,18-01-2022 14:37,NITSL001,Farm 1
2321,7,27.1,46.4,18-01-2022 14:37,NITSL001,Farm 1
2322,7,27.1,46.4,18-01-2022 14:37,NITSL001,Farm 1
2323,7,27.1,46.4,18-01-2022 14:37,NITSL001,Farm 1
2324,7,27.1,46.4,18-01-2022 14:38,NITSL001,Farm 1
2325,7,27.1,46.3,18-01-2022 14:38,NITSL001,Farm 1
2326,7,27.1,46.4,18-01-2022 14:38,NITSL001,Farm 1
2327,7,27.1,46.5,18-01-2022 14:38,NITSL001,Farm 1
2328,7,27.1,46.4,18-01-2022 14:38,NITSL001,Farm 1
2329,7,27.1,46.4,18-01-2022 14:38,NITSL001,Farm 1
2330,7,27.1,46.4,18-01-2022 14:38,NITSL001,Farm 1
2331,7,27.1,46.5,18-01-2022 14:38,NITSL001,Farm 1
2332,7,27.1,46.5,18-01-2022 14:38,NITSL001,Farm 1
2333,7,27.1,46.5,18-01-2022 14:38,NITSL001,Farm 1
2334,7,27.1,46.4,18-01-2022 14:38,NITSL001,Farm 1
2335,7,27.1,46.4,18-01-2022 14:39,NITSL001,Farm 1
2336,7,27.1,46.4,18-01-2022 14:39,NITSL001,Farm 1
2337,7,27.1,46.4,18-01-2022 14:39,NITSL001,Farm 1
2338,7,27.1,46.4,18-01-2022 14:39,NITSL001,Farm 1
2339,7,27.1,46.4,18-01-2022 14:39,NITSL001,Farm 1
2340,7,27.1,46.4,18-01-2022 14:39,NITSL001,Farm 1
2341,7,27.1,46.3,18-01-2022 14:39,NITSL001,Farm 1
2342,7,27.1,46.4,18-01-2022 14:39,NITSL001,Farm 1
2343,7,27.1,46.4,18-01-2022 14:39,NITSL001,Farm 1
2344,7,27.1,46.4,18-01-2022 14:39,NITSL001,Farm 1
2345,7,27.1,46.5,18-01-2022 14:39,NITSL001,Farm 1
2346,7,27.1,46.6,18-01-2022 14:39,NITSL001,Farm 1
2347,7,27.1,46.5,18-01-2022 14:40,NITSL001,Farm 1
2348,7,27.1,46.4,18-01-2022 14:40,NITSL001,Farm 1
2349,7,27.1,46.4,18-01-2022 14:40,NITSL001,Farm 1
2350,7,27.1,46.5,18-01-2022 14:40,NITSL001,Farm 1
2351,7,27.1,46.5,18-01-2022 14:40,NITSL001,Farm 1
2352,7,27.1,46.4,18-01-2022 14:40,NITSL001,Farm 1
2353,7,27.1,46.6,18-01-2022 14:40,NITSL001,Farm 1
2354,7,27.1,46.4,18-01-2022 14:40,NITSL001,Farm 1
2355,7,27.1,46.7,18-01-2022 14:40,NITSL001,Farm 1
2356,7,27.1,46.5,18-01-2022 14:40,NITSL001,Farm 1
2357,7,27.1,46.4,18-01-2022 14:40,NITSL001,Farm 1
2358,7,27.1,46.4,18-01-2022 14:41,NITSL001,Farm 1
2359,7,27.1,46.4,18-01-2022 14:41,NITSL001,Farm 1
2360,7,27.1,46.5,18-01-2022 14:41,NITSL001,Farm 1
2361,7,27.1,46.5,18-01-2022 14:41,NITSL001,Farm 1
2362,7,27.1,46.5,18-01-2022 14:41,NITSL001,Farm 1
2363,7,27.1,46.7,18-01-2022 14:41,NITSL001,Farm 1
2364,7,27.1,46.4,18-01-2022 14:41,NITSL001,Farm 1
2365,7,27.1,46.4,18-01-2022 14:41,NITSL001,Farm 1
2366,7,27.1,46.6,18-01-2022 14:41,NITSL001,Farm 1
2367,7,27.1,46.3,18-01-2022 14:41,NITSL001,Farm 1
2368,7,27.1,46.4,18-01-2022 14:41,NITSL001,Farm 1
2369,7,27.1,46.5,18-01-2022 14:41,NITSL001,Farm 1
2370,7,27.1,46.6,18-01-2022 14:42,NITSL001,Farm 1
2371,7,27.1,46.3,18-01-2022 14:42,NITSL001,Farm 1
2372,7,27.1,46.4,18-01-2022 14:42,NITSL001,Farm 1
2373,7,27.1,46.5,18-01-2022 14:42,NITSL001,Farm 1
2374,7,27.1,46.7,18-01-2022 14:42,NITSL001,Farm 1
2375,7,27.1,46.5,18-01-2022 14:42,NITSL001,Farm 1
2376,7,27.1,46.7,18-01-2022 14:42,NITSL001,Farm 1
2377,7,27.1,46.4,18-01-2022 14:42,NITSL001,Farm 1
2378,7,27.1,46.4,18-01-2022 14:42,NITSL001,Farm 1
2379,7,27.1,46.5,18-01-2022 14:42,NITSL001,Farm 1
2380,7,27.1,46.4,18-01-2022 14:42,NITSL001,Farm 1
2381,7,27.1,46.4,18-01-2022 14:43,NITSL001,Farm 1
2382,7,27.1,46.7,18-01-2022 14:43,NITSL001,Farm 1
2383,7,27.1,46.4,18-01-2022 14:43,NITSL001,Farm 1
2384,7,27.1,46.6,18-01-2022 14:43,NITSL001,Farm 1
2385,7,27.1,46.6,18-01-2022 14:43,NITSL001,Farm 1
2386,7,27.1,46.4,18-01-2022 14:43,NITSL001,Farm 1
2387,7,27.1,46.4,18-01-2022 14:43,NITSL001,Farm 1
2388,7,27.1,46.4,18-01-2022 14:43,NITSL001,Farm 1
2389,7,27.1,46.4,18-01-2022 14:43,NITSL001,Farm 1
2390,7,27.1,46.4,18-01-2022 14:43,NITSL001,Farm 1
2391,7,27.1,46.3,18-01-2022 14:43,NITSL001,Farm 1
2392,7,27.1,46.5,18-01-2022 14:43,NITSL001,Farm 1
2393,7,27.1,46.5,18-01-2022 14:44,NITSL001,Farm 1
2394,7,27.1,46.6,18-01-2022 14:44,NITSL001,Farm 1
2395,7,27.1,46.4,18-01-2022 14:44,NITSL001,Farm 1
2396,7,27.1,46.4,18-01-2022 14:44,NITSL001,Farm 1
2397,7,27.1,46.5,18-01-2022 14:44,NITSL001,Farm 1
2398,7,27.1,46.5,18-01-2022 14:44,NITSL001,Farm 1
2399,7,27.1,46.4,18-01-2022 14:44,NITSL001,Farm 1
2400,7,27.1,46.7,18-01-2022 14:44,NITSL001,Farm 1
2401,7,27.1,46.4,18-01-2022 14:44,NITSL001,Farm 1
2402,7,27.1,46.4,18-01-2022 14:44,NITSL001,Farm 1
2403,7,27.1,46.4,18-01-2022 14:44,NITSL001,Farm 1
2404,7,27.1,46.5,18-01-2022 14:45,NITSL001,Farm 1
2405,7,27.1,46.7,18-01-2022 14:45,NITSL001,Farm 1
2406,7,27.1,46.5,18-01-2022 14:45,NITSL001,Farm 1
2407,7,27.1,46.6,18-01-2022 14:45,NITSL001,Farm 1
2408,7,27.1,46.2,18-01-2022 14:45,NITSL001,Farm 1
2409,7,27.1,46.4,18-01-2022 14:45,NITSL001,Farm 1
2410,7,27.1,46.5,18-01-2022 14:45,NITSL001,Farm 1
2411,7,27.1,46.4,18-01-2022 14:45,NITSL001,Farm 1
2412,7,27.1,46.5,18-01-2022 14:45,NITSL001,Farm 1
2413,7,27.1,46.5,18-01-2022 14:45,NITSL001,Farm 1
2414,7,27.1,46.4,18-01-2022 14:45,NITSL001,Farm 1
2415,7,27.1,46.4,18-01-2022 14:45,NITSL001,Farm 1
2416,7,27.1,46.5,18-01-2022 14:46,NITSL001,Farm 1
2417,7,27.1,46.5,18-01-2022 14:46,NITSL001,Farm 1
2418,7,27.1,46.4,18-01-2022 14:46,NITSL001,Farm 1
2419,7,27.1,46.4,18-01-2022 14:46,NITSL001,Farm 1
2420,7,27.1,46.4,18-01-2022 14:46,NITSL001,Farm 1
2421,7,27.1,46.4,18-01-2022 14:46,NITSL001,Farm 1
2422,7,27.1,46.4,18-01-2022 14:46,NITSL001,Farm 1
2423,7,27.1,46.4,18-01-2022 14:46,NITSL001,Farm 1
2424,7,27.1,46.4,18-01-2022 14:46,NITSL001,Farm 1
2425,7,27.1,46.7,18-01-2022 14:46,NITSL001,Farm 1
2426,7,27.1,46.6,18-01-2022 14:46,NITSL001,Farm 1
2427,7,27.1,46.5,18-01-2022 14:47,NITSL001,Farm 1
2428,7,27.1,46.5,18-01-2022 14:47,NITSL001,Farm 1
2429,7,27.1,46.4,18-01-2022 14:47,NITSL001,Farm 1
2430,7,27.1,46.4,18-01-2022 14:47,NITSL001,Farm 1
2431,7,27.1,46.4,18-01-2022 14:47,NITSL001,Farm 1
2432,7,27.1,46.5,18-01-2022 14:47,NITSL001,Farm 1
2433,7,27.1,46.7,18-01-2022 14:47,NITSL001,Farm 1
2434,7,27.1,46.6,18-01-2022 14:47,NITSL001,Farm 1
2435,7,27.1,46.6,18-01-2022 14:47,NITSL001,Farm 1
2436,7,27.1,46.6,18-01-2022 14:47,NITSL001,Farm 1
2437,7,27.1,46.6,18-01-2022 14:47,NITSL001,Farm 1
2438,7,27.1,46.6,18-01-2022 14:47,NITSL001,Farm 1
2439,7,27.1,46.4,18-01-2022 14:48,NITSL001,Farm 1
2440,7,27.1,46.4,18-01-2022 14:48,NITSL001,Farm 1
2441,7,27.1,46.4,18-01-2022 14:48,NITSL001,Farm 1
2442,7,27.1,46.4,18-01-2022 14:48,NITSL001,Farm 1
2443,7,27.1,46.5,18-01-2022 14:48,NITSL001,Farm 1
2444,7,27.1,46.4,18-01-2022 14:48,NITSL001,Farm 1
2445,7,27.1,46.5,18-01-2022 14:48,NITSL001,Farm 1
2446,7,27.1,46.4,18-01-2022 14:48,NITSL001,Farm 1
2447,7,27.1,46.4,18-01-2022 14:48,NITSL001,Farm 1
2448,7,27.1,46.4,18-01-2022 14:48,NITSL001,Farm 1
2449,7,27.1,46.4,18-01-2022 14:48,NITSL001,Farm 1
2450,7,27.1,46.4,18-01-2022 14:49,NITSL001,Farm 1
2451,7,27.1,46.4,18-01-2022 14:49,NITSL001,Farm 1
2452,7,27.1,46.4,18-01-2022 14:49,NITSL001,Farm 1
2453,7,27.1,46.4,18-01-2022 14:49,NITSL001,Farm 1
2454,7,27.1,46.6,18-01-2022 14:49,NITSL001,Farm 1
2455,7,27.1,46.4,18-01-2022 14:49,NITSL001,Farm 1
2456,7,27.1,46.4,18-01-2022 14:49,NITSL001,Farm 1
2457,7,27.1,46.5,18-01-2022 14:49,NITSL001,Farm 1
2458,7,27.1,46.3,18-01-2022 14:49,NITSL001,Farm 1
2459,7,27.1,46.3,18-01-2022 14:49,NITSL001,Farm 1
2460,7,27.1,46.7,18-01-2022 14:49,NITSL001,Farm 1
2461,7,27.1,46.4,18-01-2022 14:49,NITSL001,Farm 1
2462,7,27.1,46.7,18-01-2022 14:50,NITSL001,Farm 1
2463,7,27.1,46.4,18-01-2022 14:50,NITSL001,Farm 1
2464,7,27.1,46.4,18-01-2022 14:50,NITSL001,Farm 1
2465,7,27.1,46.4,18-01-2022 14:50,NITSL001,Farm 1
2466,7,27.1,46.4,18-01-2022 14:50,NITSL001,Farm 1
2467,7,27.1,46.4,18-01-2022 14:50,NITSL001,Farm 1
2468,7,27.1,46.4,18-01-2022 14:50,NITSL001,Farm 1
2469,7,27.1,46.5,18-01-2022 14:50,NITSL001,Farm 1
2470,7,27.1,46.4,18-01-2022 14:50,NITSL001,Farm 1
2471,7,27.1,46.4,18-01-2022 14:50,NITSL001,Farm 1
2472,7,27.1,46.6,18-01-2022 14:50,NITSL001,Farm 1
2473,7,27.1,46.4,18-01-2022 14:51,NITSL001,Farm 1
2474,7,27.1,46.5,18-01-2022 14:51,NITSL001,Farm 1
2475,7,27.1,46.7,18-01-2022 14:51,NITSL001,Farm 1
2476,7,27.1,46.6,18-01-2022 14:51,NITSL001,Farm 1
2477,7,27.1,46.4,18-01-2022 14:51,NITSL001,Farm 1
2478,7,27.1,46.5,18-01-2022 14:51,NITSL001,Farm 1
2479,7,27.1,46.4,18-01-2022 14:51,NITSL001,Farm 1
2480,7,27.1,46.5,18-01-2022 14:51,NITSL001,Farm 1
2481,7,27.1,46.4,18-01-2022 14:51,NITSL001,Farm 1
2482,7,27.1,46.5,18-01-2022 14:51,NITSL001,Farm 1
2483,7,27.1,46.4,18-01-2022 14:51,NITSL001,Farm 1
2484,7,27.1,46.2,18-01-2022 14:52,NITSL001,Farm 1
2485,7,27.1,46.7,18-01-2022 14:52,NITSL001,Farm 1
2486,7,27.1,46.4,18-01-2022 14:52,NITSL001,Farm 1
2487,7,27.1,46.4,18-01-2022 14:52,NITSL001,Farm 1
2488,7,27.1,46.4,18-01-2022 14:52,NITSL001,Farm 1
2489,7,27.1,46.5,18-01-2022 14:52,NITSL001,Farm 1
2490,7,27.1,46.4,18-01-2022 14:52,NITSL001,Farm 1
2491,7,27.1,46.5,18-01-2022 14:52,NITSL001,Farm 1
2492,7,27.1,46.4,18-01-2022 14:52,NITSL001,Farm 1
2493,7,27.1,46.5,18-01-2022 14:52,NITSL001,Farm 1
2494,7,27.1,46.7,18-01-2022 14:52,NITSL001,Farm 1
2495,7,27.1,46.4,18-01-2022 14:52,NITSL001,Farm 1
2496,7,27.1,46.4,18-01-2022 14:53,NITSL001,Farm 1
2497,7,27.1,46.4,18-01-2022 14:53,NITSL001,Farm 1
2498,7,27.1,46.5,18-01-2022 14:53,NITSL001,Farm 1
2499,7,27.1,46.7,18-01-2022 14:53,NITSL001,Farm 1
2500,7,27.1,46.5,18-01-2022 14:53,NITSL001,Farm 1
2501,7,27.1,46.5,18-01-2022 14:53,NITSL001,Farm 1
2502,7,27.1,46.4,18-01-2022 14:53,NITSL001,Farm 1
2503,7,27.1,46.5,18-01-2022 14:53,NITSL001,Farm 1
2504,7,27.1,46.6,18-01-2022 14:53,NITSL001,Farm 1
2505,7,27.1,46.4,18-01-2022 14:53,NITSL001,Farm 1
2506,7,27.1,46.4,18-01-2022 14:53,NITSL001,Farm 1
2507,7,27.1,46.5,18-01-2022 14:53,NITSL001,Farm 1
2508,7,27.1,46.4,18-01-2022 14:54,NITSL001,Farm 1
2509,7,27.1,46.4,18-01-2022 14:54,NITSL001,Farm 1
2510,7,27.1,46.5,18-01-2022 14:54,NITSL001,Farm 1
2511,7,27.1,46.4,18-01-2022 14:54,NITSL001,Farm 1
2512,7,27.1,46.7,18-01-2022 14:54,NITSL001,Farm 1
2513,7,27.1,46.4,18-01-2022 14:54,NITSL001,Farm 1
2514,7,27.1,46.4,18-01-2022 14:54,NITSL001,Farm 1
2515,7,27.1,46.5,18-01-2022 14:54,NITSL001,Farm 1
2516,7,27.1,46.4,18-01-2022 14:54,NITSL001,Farm 1
2517,7,27.1,46.5,18-01-2022 14:54,NITSL001,Farm 1
2518,7,27.1,46.5,18-01-2022 14:54,NITSL001,Farm 1
2519,7,27.1,46.4,18-01-2022 14:55,NITSL001,Farm 1
2520,7,27.1,46.4,18-01-2022 14:55,NITSL001,Farm 1
2521,7,27.1,46.4,18-01-2022 14:55,NITSL001,Farm 1
2522,7,27.1,46.4,18-01-2022 14:55,NITSL001,Farm 1
2523,7,27.1,46.5,18-01-2022 14:55,NITSL001,Farm 1
2524,7,27.1,46.4,18-01-2022 14:55,NITSL001,Farm 1
2525,7,27.1,46.7,18-01-2022 14:55,NITSL001,Farm 1
2526,7,27.1,46.4,18-01-2022 14:55,NITSL001,Farm 1
2527,7,27.1,46.6,18-01-2022 14:55,NITSL001,Farm 1
2528,7,27.1,46.5,18-01-2022 14:55,NITSL001,Farm 1
2529,7,27.1,46.4,18-01-2022 14:55,NITSL001,Farm 1
2530,7,27.1,46.5,18-01-2022 14:56,NITSL001,Farm 1
2531,7,27.1,46.7,18-01-2022 14:56,NITSL001,Farm 1
2532,7,27.1,46.4,18-01-2022 14:56,NITSL001,Farm 1
2533,7,27.1,46.5,18-01-2022 14:56,NITSL001,Farm 1
2534,7,27.1,46.5,18-01-2022 14:56,NITSL001,Farm 1
2535,7,27.1,46.5,18-01-2022 14:56,NITSL001,Farm 1
2536,7,27.1,46.4,18-01-2022 14:56,NITSL001,Farm 1
2537,7,27.1,46.4,18-01-2022 14:56,NITSL001,Farm 1
2538,7,27.1,46.7,18-01-2022 14:56,NITSL001,Farm 1
2539,7,27.1,46.4,18-01-2022 14:56,NITSL001,Farm 1
2540,7,27.1,46.4,18-01-2022 14:56,NITSL001,Farm 1
2541,7,27.1,46.4,18-01-2022 14:56,NITSL001,Farm 1
2542,7,27.1,46.6,18-01-2022 14:57,NITSL001,Farm 1
2543,7,27.1,46.4,18-01-2022 14:57,NITSL001,Farm 1
2544,7,27.1,46.4,18-01-2022 14:57,NITSL001,Farm 1
2545,7,27.1,46.4,18-01-2022 14:57,NITSL001,Farm 1
2546,7,27.1,46.4,18-01-2022 14:57,NITSL001,Farm 1
2547,7,27.1,46.4,18-01-2022 14:57,NITSL001,Farm 1
2548,7,27.1,46.4,18-01-2022 14:57,NITSL001,Farm 1
2549,7,27.1,46.5,18-01-2022 14:57,NITSL001,Farm 1
2550,7,27.1,46.5,18-01-2022 14:57,NITSL001,Farm 1
2551,7,27.1,46.4,18-01-2022 14:57,NITSL001,Farm 1
2552,7,27.1,46.4,18-01-2022 14:57,NITSL001,Farm 1
2553,7,27.1,46.3,18-01-2022 14:58,NITSL001,Farm 1
2554,7,27.1,46.4,18-01-2022 14:58,NITSL001,Farm 1
2555,7,27.1,46.4,18-01-2022 14:58,NITSL001,Farm 1
2556,7,27.1,46.4,18-01-2022 14:58,NITSL001,Farm 1
2557,7,27.1,46.4,18-01-2022 14:58,NITSL001,Farm 1
2558,7,27.1,46.3,18-01-2022 14:58,NITSL001,Farm 1
2559,7,27.1,46.5,18-01-2022 14:58,NITSL001,Farm 1
2560,7,27.1,46.7,18-01-2022 14:58,NITSL001,Farm 1
2561,7,27.1,46.5,18-01-2022 14:58,NITSL001,Farm 1
2562,7,27.1,46.5,18-01-2022 14:58,NITSL001,Farm 1
2563,7,27.1,46.4,18-01-2022 14:58,NITSL001,Farm 1
2564,7,27.1,46.4,18-01-2022 14:59,NITSL001,Farm 1
2565,7,27.1,46.4,18-01-2022 14:59,NITSL001,Farm 1
2566,7,27.1,46.5,18-01-2022 14:59,NITSL001,Farm 1
2567,7,27.1,46.5,18-01-2022 14:59,NITSL001,Farm 1
2568,7,27.1,46.4,18-01-2022 14:59,NITSL001,Farm 1
2569,7,27.1,46.3,18-01-2022 14:59,NITSL001,Farm 1
2570,7,27.1,46.4,18-01-2022 14:59,NITSL001,Farm 1
2571,7,27.1,46.4,18-01-2022 14:59,NITSL001,Farm 1
2572,7,27.1,46.4,18-01-2022 14:59,NITSL001,Farm 1
2573,7,27.1,46.5,18-01-2022 14:59,NITSL001,Farm 1
2574,7,27.1,46.4,18-01-2022 14:59,NITSL001,Farm 1
2575,7,27.1,46.4,18-01-2022 14:59,NITSL001,Farm 1
2576,7,27.1,46.4,18-01-2022 15:00,NITSL001,Farm 1
2577,7,27.1,46.2,18-01-2022 15:00,NITSL001,Farm 1
2578,7,27.1,46.4,18-01-2022 15:00,NITSL001,Farm 1
2579,7,27.1,46.4,18-01-2022 15:00,NITSL001,Farm 1
