S No,pH,Temperature,Moisture,Time_log,Gadget Id,Location,target
2607,7.0,27.1,46.3,18-01-2022 15:02,NITSL001,Farm 1,no_irrigation
2608,7.0,27.1,46.4,18-01-2022 15:02,NITSL001,Farm 1,no_irrigation
2609,7.0,27.1,46.4,18-01-2022 15:02,NITSL001,Farm 1,no_irrigation
2610,7.0,27.1,46.4,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2611,7.0,27.1,46.5,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2612,7.0,27.1,46.4,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2613,7.0,27.1,46.4,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2614,7.0,27.1,46.4,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2615,7.0,27.1,46.2,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2616,7.0,27.1,46.3,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2617,7.0,27.1,46.4,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2618,7.0,27.1,46.4,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2619,7.0,27.1,46.3,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2620,7.0,27.1,46.4,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2621,7.0,27.1,46.5,18-01-2022 15:03,NITSL001,Farm 1,no_irrigation
2622,7.0,27.1,46.4,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2623,7.0,27.1,46.4,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2624,7.0,27.1,46.4,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2625,7.0,27.1,46.4,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2626,7.0,27.1,46.1,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2627,7.0,27.1,46.4,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2628,7.0,27.1,46.5,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2629,7.0,27.1,46.3,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2630,7.0,27.1,46.3,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2631,7.0,27.1,46.6,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2632,7.0,27.1,46.4,18-01-2022 15:04,NITSL001,Farm 1,no_irrigation
2633,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2634,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2635,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2636,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2637,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2638,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2639,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2640,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2641,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2642,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2643,7.0,27.1,46.4,18-01-2022 15:05,NITSL001,Farm 1,no_irrigation
2644,7.0,27.1,46.5,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2645,7.0,27.1,46.3,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2646,7.0,27.1,46.6,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2647,7.0,27.1,46.4,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2648,7.0,27.1,46.4,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2649,7.0,27.1,46.3,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2650,7.0,27.1,46.5,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2651,7.0,27.1,46.3,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2652,7.0,27.1,46.3,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2653,7.0,27.1,46.4,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2654,7.0,27.1,46.4,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2655,7.0,27.1,46.4,18-01-2022 15:06,NITSL001,Farm 1,no_irrigation
2656,7.0,27.1,46.4,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2657,7.0,27.1,46.4,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2658,7.0,27.1,46.5,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2659,7.0,27.1,46.4,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2660,7.0,27.1,46.4,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2661,7.0,27.1,46.4,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2662,7.0,27.1,46.5,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2663,7.0,27.1,46.5,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2664,7.0,27.1,46.3,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2665,7.0,27.1,46.5,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2666,7.0,27.1,46.6,18-01-2022 15:07,NITSL001,Farm 1,no_irrigation
2667,7.0,27.1,46.3,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2668,7.0,27.1,46.4,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2669,7.0,27.1,46.2,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2670,7.0,27.1,46.4,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2671,7.0,27.1,46.2,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2672,7.0,27.1,46.3,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2673,7.0,27.1,46.3,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2674,7.0,27.1,46.3,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2675,7.0,27.1,46.7,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2676,7.0,27.1,46.3,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2677,7.0,27.1,46.4,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2678,7.0,27.1,46.4,18-01-2022 15:08,NITSL001,Farm 1,no_irrigation
2679,7.0,27.1,46.4,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2680,7.0,27.1,46.4,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2681,7.0,27.1,46.3,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2682,7.0,27.1,46.4,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2683,7.0,27.1,46.5,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2684,7.0,27.1,46.4,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2685,7.0,27.1,46.3,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2686,7.0,27.1,46.4,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2687,7.0,27.1,46.4,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2688,7.0,27.1,46.4,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2689,7.0,27.1,46.4,18-01-2022 15:09,NITSL001,Farm 1,no_irrigation
2690,7.0,27.1,46.4,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2691,7.0,27.1,46.4,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2692,7.0,27.1,46.4,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2693,7.0,27.1,46.2,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2694,7.0,27.1,46.6,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2695,7.0,27.1,46.2,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2696,7.0,27.1,46.4,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2697,7.0,27.1,46.4,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2698,7.0,27.1,46.4,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2699,7.0,27.1,46.4,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2700,7.0,27.1,46.5,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2701,7.0,27.1,46.4,18-01-2022 15:10,NITSL001,Farm 1,no_irrigation
2702,7.0,27.1,46.4,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2703,7.0,27.1,46.5,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2704,7.0,27.1,46.4,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2705,7.0,27.1,46.3,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2706,7.0,27.1,46.3,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2707,7.0,27.1,46.5,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2708,7.0,27.1,46.5,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2709,7.0,27.1,46.4,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2710,7.0,27.1,46.5,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2711,7.0,27.1,46.4,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2712,7.0,27.1,46.4,18-01-2022 15:11,NITSL001,Farm 1,no_irrigation
2713,7.0,27.1,46.3,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2714,7.0,27.1,46.4,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2715,7.0,27.1,46.5,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2716,7.0,27.1,46.4,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2717,7.0,27.1,46.4,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2718,7.0,27.1,46.4,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2719,7.0,27.1,46.4,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2720,7.0,27.1,46.4,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2721,7.0,27.1,46.3,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2722,7.0,27.1,46.4,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2723,7.0,27.1,46.5,18-01-2022 15:12,NITSL001,Farm 1,no_irrigation
2724,7.0,27.1,46.4,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2725,7.0,27.1,46.4,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2726,7.0,27.1,46.4,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2727,7.0,27.1,46.4,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2728,7.0,27.1,46.2,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2729,7.0,27.1,46.2,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2730,7.0,27.1,46.4,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2731,7.0,27.1,46.4,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2732,7.0,27.1,46.3,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2733,7.0,27.1,46.4,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2734,7.0,27.1,46.4,18-01-2022 15:13,NITSL001,Farm 1,no_irrigation
2735,7.0,27.1,46.4,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2736,7.0,27.1,46.3,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2737,7.0,27.1,46.3,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2738,7.0,27.1,46.4,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2739,7.0,27.1,46.4,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2740,7.0,27.1,46.4,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2741,7.0,27.1,46.4,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2742,7.0,27.1,46.4,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2743,7.0,27.1,46.4,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2744,7.0,27.1,46.4,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2745,7.0,27.1,46.5,18-01-2022 15:14,NITSL001,Farm 1,no_irrigation
2746,7.0,27.1,46.4,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2747,7.0,27.1,46.5,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2748,7.0,27.1,46.3,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2749,7.0,27.1,46.4,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2750,7.0,27.1,46.4,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2751,7.0,27.1,46.3,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2752,7.0,27.1,46.3,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2753,7.0,27.1,46.4,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2754,7.0,27.1,46.2,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2755,7.0,27.1,46.4,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2756,7.0,27.1,46.4,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2757,7.0,27.1,46.4,18-01-2022 15:15,NITSL001,Farm 1,no_irrigation
2758,7.0,27.1,46.4,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2759,7.0,27.1,46.4,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2760,7.0,27.1,46.2,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2761,7.0,27.1,46.3,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2762,7.0,27.1,46.2,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2763,7.0,27.1,46.4,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2764,7.0,27.1,46.3,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2765,7.0,27.1,46.4,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2766,7.0,27.1,46.2,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2767,7.0,27.1,46.3,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2768,7.0,27.1,46.2,18-01-2022 15:16,NITSL001,Farm 1,no_irrigation
2769,7.0,27.1,46.4,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2770,7.0,27.1,46.4,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2771,7.0,27.1,46.4,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2772,7.0,27.1,46.3,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2773,7.0,27.1,46.4,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2774,7.0,27.1,46.3,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2775,7.0,27.1,46.4,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2776,7.0,27.1,46.4,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2777,7.0,27.1,46.3,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2778,7.0,27.1,46.2,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2779,7.0,27.1,46.2,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2780,7.0,27.1,46.2,18-01-2022 15:17,NITSL001,Farm 1,no_irrigation
2781,7.0,27.1,46.2,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2782,7.0,27.1,46.2,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2783,7.0,27.1,46.3,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2784,7.0,27.1,46.2,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2785,7.0,27.1,46.4,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2786,7.0,27.1,46.4,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2787,7.0,27.1,46.4,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2788,7.0,27.1,46.2,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2789,7.0,27.1,46.3,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2790,7.0,27.1,46.4,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2791,7.0,27.1,46.4,18-01-2022 15:18,NITSL001,Farm 1,no_irrigation
2792,7.0,27.1,46.4,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2793,7.0,27.1,46.4,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2794,7.0,27.1,46.4,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2795,7.0,27.1,46.4,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2796,7.0,27.1,46.4,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2797,7.0,27.1,46.6,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2798,7.0,27.1,46.4,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2799,7.0,27.1,46.4,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2800,7.0,27.1,46.1,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2801,7.0,27.1,46.4,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2802,7.0,27.1,46.3,18-01-2022 15:19,NITSL001,Farm 1,no_irrigation
2803,7.0,27.1,46.5,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2804,7.0,27.1,46.3,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2805,7.0,27.1,46.4,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2806,7.0,27.1,46.3,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2807,7.0,27.1,46.3,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2808,7.0,27.1,46.4,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2809,7.0,27.1,46.2,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2810,7.0,27.1,46.3,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2811,7.0,27.1,46.4,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2812,7.0,27.1,46.6,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2813,7.0,27.1,46.3,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2814,7.0,27.1,46.4,18-01-2022 15:20,NITSL001,Farm 1,no_irrigation
2815,7.0,27.1,46.2,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2816,7.0,27.1,46.4,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2817,7.0,27.1,46.5,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2818,7.0,27.1,46.4,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2819,7.0,27.1,46.4,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2820,7.0,27.1,46.4,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2821,7.0,27.1,46.4,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2822,7.0,27.1,46.4,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2823,7.0,27.1,46.3,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2824,7.0,27.1,46.4,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2825,7.0,27.1,46.4,18-01-2022 15:21,NITSL001,Farm 1,no_irrigation
2826,7.0,27.1,46.4,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2827,7.0,27.1,46.4,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2828,7.0,27.1,46.4,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2829,7.0,27.1,46.4,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2830,7.0,27.1,46.4,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2831,7.0,27.1,46.3,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2832,7.0,27.1,46.2,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2833,7.0,27.1,46.4,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2834,7.0,27.1,46.3,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2835,7.0,27.1,46.2,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2836,7.0,27.1,46.3,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2837,7.0,27.1,46.4,18-01-2022 15:22,NITSL001,Farm 1,no_irrigation
2838,7.0,27.1,46.2,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2839,7.0,27.1,46.3,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2840,7.0,27.1,46.4,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2841,7.0,27.1,46.3,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2842,7.0,27.1,46.3,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2843,7.0,27.1,46.4,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2844,7.0,27.1,46.4,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2845,7.0,27.1,46.1,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2846,7.0,27.1,46.3,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2847,7.0,27.1,46.3,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2848,7.0,27.1,46.4,18-01-2022 15:23,NITSL001,Farm 1,no_irrigation
2849,7.0,27.1,46.3,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2850,7.0,27.1,46.1,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2851,7.0,27.1,46.2,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2852,7.0,27.1,46.4,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2853,7.0,27.1,46.4,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2854,7.0,27.1,46.3,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2855,7.0,27.1,46.3,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2856,7.0,27.1,46.6,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2857,7.0,27.1,46.4,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2858,7.0,27.1,46.4,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2859,7.0,27.1,46.5,18-01-2022 15:24,NITSL001,Farm 1,no_irrigation
2860,7.0,27.1,46.4,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2861,7.0,27.1,46.3,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2862,7.0,27.1,46.2,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2863,7.0,27.1,46.4,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2864,7.0,27.1,46.3,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2865,7.0,27.1,46.4,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2866,7.0,27.1,46.4,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2867,7.0,27.1,46.1,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2868,7.0,27.1,46.4,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2869,7.0,27.1,46.3,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2870,7.0,27.1,46.3,18-01-2022 15:25,NITSL001,Farm 1,no_irrigation
2871,7.0,27.1,46.3,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2872,7.0,27.1,46.3,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2873,7.0,27.1,46.4,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2874,7.0,27.1,46.4,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2875,7.0,27.1,46.4,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2876,7.0,27.1,46.4,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2877,7.0,27.1,46.4,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2878,7.0,27.1,46.4,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2879,7.0,27.1,46.3,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2880,7.0,27.1,46.2,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2881,7.0,27.1,46.3,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2882,7.0,27.1,46.4,18-01-2022 15:26,NITSL001,Farm 1,no_irrigation
2883,7.0,27.1,46.5,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2884,7.0,27.1,46.3,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2885,7.0,27.1,46.4,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2886,7.0,27.1,46.4,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2887,7.0,27.1,46.2,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2888,7.0,27.1,46.4,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2889,7.0,27.1,46.3,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2890,7.0,27.1,46.2,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2891,7.0,27.1,46.4,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2892,7.0,27.1,46.4,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2893,7.0,27.1,46.4,18-01-2022 15:27,NITSL001,Farm 1,no_irrigation
2894,7.0,27.1,46.6,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2895,7.0,27.1,46.4,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2896,7.0,27.1,46.4,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2897,7.0,27.1,46.3,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2898,7.0,27.1,46.2,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2899,7.0,27.1,46.4,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2900,7.0,27.1,46.4,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2901,7.0,27.1,46.4,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2902,7.0,27.1,46.5,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2903,7.0,27.1,46.3,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2904,7.0,27.1,46.4,18-01-2022 15:28,NITSL001,Farm 1,no_irrigation
2905,7.0,27.1,46.4,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2906,7.0,27.1,46.6,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2907,7.0,27.1,46.4,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2908,7.0,27.1,46.4,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2909,7.0,27.1,46.4,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2910,7.0,27.1,46.4,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2911,7.0,27.1,46.3,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2912,7.0,27.1,46.4,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2913,7.0,27.1,46.5,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2914,7.0,27.1,46.2,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2915,7.0,27.1,46.4,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
2916,7.0,27.1,46.5,18-01-2022 15:29,NITSL001,Farm 1,no_irrigation
